Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
Glossary Extractor,2026-6-22; 2026-8-7,https://www.producthunt.com/products/alconost-localization,https://alconost.com,Vadim Homchik; Alexander Kandratsiuk; Diana Ivanenko,Product Hunt public launch-team/maker names; founder title not independently verified,info@alconost.com,https://www.producthunt.com/products/alconost-localization,https://alconost.com/en/about,
Arcrawls,2026-6-22,https://www.producthunt.com/products/clawd-the-context-aware-browser-pet,https://arcrawls.com,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/clawd-the-context-aware-browser-pet,https://arcrawls.com/contact; https://arcrawls.com/contact-us; https://arcrawls.com/about; https://arcrawls.com/about-us; https://arcrawls.com/team; https://arcrawls.com/company; https://arcrawls.com/support; https://arcrawls.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
MediaSeg,2026-6-22,https://www.producthunt.com/products/mediaseg,https://github.com/exaedge/MediaSeg,"Sho Nishikawa, ExaEdge",Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mediaseg,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
MD+HTML Reader,2026-6-22,https://www.producthunt.com/products/md-html-reader,https://indieseek.co/apps/md-html-reader,Ahab,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/md-html-reader,https://indieseek.co/apps/md-html-reader,No qualifying public business/contact email was found on the crawled official-site pages.
Selector Forge,2026-6-22,https://www.producthunt.com/products/selector-forge,https://selectorforge.ai,Izzat Alsharif; Yousef Hanbali; Rauf Fares,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/selector-forge,https://selectorforge.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Agentic Document Extraction,2026-6-22,https://www.producthunt.com/products/agentic-document-extraction,https://landing.ai,Platform Dr. Declan Kelly; Extraction Benchmark P.K Mishra; Dan Maloney,Official website founder-role or founded-by evidence,support@landing.ai,https://landing.ai; https://www.producthunt.com/products/agentic-document-extraction,https://landing.ai/contact-us; https://landing.ai/about-us; https://landing.ai/support,
Photoroom API,2026-6-22,https://www.producthunt.com/products/bg-app,https://photoroom.com,Matthieu Rouif; Eliot Andres; Mathieu Badimon; Ahmed Dahbi; Donovan Reboullet; Quentin Desreumaux; Franck Letellier; Lyline Lim; Vincent Pradeilles; Benjamin Lefaudeux; Aurélien Hubert; Marco Forte; Matthieu Toulemont; Florian Denis; Olivier Lemarié; Jeremy Benaim; Justyn Lee; Timothée Vialatoux; Jimmy Oliger; Mathieu Maree,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/bg-app,https://www.photoroom.com/about; https://www.photoroom.com/company; https://www.photoroom.com/contact-sales; https://help.photoroom.com/en/articles/8210523-contact-photoroom,No qualifying public business/contact email was found on the crawled official-site pages.
OnBrand by SlideSpeak,2026-6-22,https://www.producthunt.com/products/onbrand-2,https://slidespeak.co/features/onbrand,Kevin Goedecke; Niels Bosman; Germán Calcedo,Product Hunt public launch-team/maker names; founder title not independently verified,support@slidespeak.co,https://www.producthunt.com/products/onbrand-2,https://slidespeak.co/help,
AlgoFly AI,2026-6-22,https://www.producthunt.com/products/algofly-ai,https://algofly.ai,Nitin Rai,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/algofly-ai,https://algofly.ai/contact,No qualifying public business/contact email was found on the crawled official-site pages.
LeadDelta 5.0: AI Warm Intros + AI Inbox,2026-6-22,https://www.producthunt.com/products/leaddelta,https://leaddelta.com,Vedran Rasic; Nikola Obradovic,Official website founder-role or founded-by evidence,support@leaddelta.com,https://leaddelta.com; https://www.producthunt.com/products/leaddelta,https://leaddelta.com/contact; https://leaddelta.com/about; https://leaddelta.com/product/team-workspace,
OpenArt Director,2026-6-23,https://www.producthunt.com/products/openart,https://openart.ai,Ping; Stella Guan; Amy He,Product Hunt public launch-team/maker names; founder title not independently verified,support@openart.ai,https://www.producthunt.com/products/openart,https://openart.ai/about; https://openart.ai/help,
Bluerails Discovery,2026-6-23,https://www.producthunt.com/products/bluerails-discovery,https://www.bluerails.com,Rohan Chaubey; Kumar Abhishek; Ashwin Kumar,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/bluerails-discovery,https://www.bluerails.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
Cotypist,2026-6-23,https://www.producthunt.com/products/cotypist,https://cotypist.app,Daniel Gräfe,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/cotypist,https://cotypist.app/contact; https://cotypist.app/help/,No qualifying public business/contact email was found on the crawled official-site pages.
Latitude,2026-6-23,https://www.producthunt.com/products/latitude-4,https://latitude.so,Paula Cavero; Gerard Clos; César M.,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/latitude-4,https://latitude.so/about,No qualifying public business/contact email was found on the crawled official-site pages.
Thumbmagic,2026-6-23,https://www.producthunt.com/products/thumbmagic-3,https://www.thumbmagic.co,Max Chaplin; Shivam Gupta; David Zitoun,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/thumbmagic-3,https://www.thumbmagic.co,No qualifying public business/contact email was found on the crawled official-site pages.
Hush,2026-6-23,https://www.producthunt.com/products/hush-df34eafa-13f7-4d91-856f-162c2a9d81ee,https://www.weya.ai/hush,Surendra Tiwari; Himanshu Tiwari,Official website founder-role or founded-by evidence,,https://www.weya.ai/hush; https://www.producthunt.com/products/hush-df34eafa-13f7-4d91-856f-162c2a9d81ee,https://www.weya.ai/about,No qualifying public business/contact email was found on the crawled official-site pages.
Jotform AI App Builder,2026-6-23; 2026-7-28,https://www.producthunt.com/products/jotform,http://www.jotform.com?utm_source=producthunt&utm_campaign=product-listing,Aytekin; Michaela Brown; Luke,Product Hunt public launch-team/maker names; founder title not independently verified,support@jotform.com,https://www.producthunt.com/products/jotform,https://www.jotform.com/contact/; https://www.jotform.com/about/; https://www.jotform.com/help/; https://www.jotform.com/integrations/microsoft-teams; https://www.jotform.com/integrations/constant-contact; https://www.jotform.com/integrations/google-contacts; https://www.jotform.com/integrations/icontact; https://www.jotform.com/teams/; https://www.jotform.com/enterprise/contact-sales/?jtm_medium=link&jtm_source=common_header&jtm_campaign=support_dropdown_menu&jtm_content=dedicated_support_contact_sales_cta; https://www.jotform.com/form-templates/category/contact-form,
Steam Machine,2026-6-23,https://www.producthunt.com/products/steam-machine,https://steampowered.com,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/steam-machine,https://store.steampowered.com/; https://store.steampowered.com/about/; https://store.steampowered.com/about/?snr=1_4_4__global-responsive-menu; https://help.steampowered.com/en/; https://store.steampowered.com/mobile; https://store.steampowered.com/subscriber_agreement/?snr=1_4_4__global-responsive-menu; https://store.steampowered.com/about/?snr=1_4_4__global-header; https://store.steampowered.com/app/4896630/Stars_Reach__Cosmonaut_Founders_Pack/?snr=1_4_4__145; https://store.steampowered.com/agecheck/app/3448650/?snr=1_4_4__105; https://store.steampowered.com/app/4656000/BOMBANANA/?snr=1_4_4__105; https://store.steampowered.com/sub/1603731/?snr=1_4_4__tab-Specials,No qualifying public business/contact email was found on the crawled official-site pages.
BestDefense.io,2026-6-23,https://www.producthunt.com/products/bestdefense-io,https://bestdefense.io,Daniel Baddeley; David Jongko; Derek Foster,Product Hunt public launch-team/maker names; founder title not independently verified,hello@bestdefense.io; security@bestdefense.io,https://www.producthunt.com/products/bestdefense-io,https://bestdefense.io/contact,
SnapDeploy,2026-6-23,https://www.producthunt.com/products/snapdeploy,https://snapdeploy.dev,Somdip Roy,Product Hunt public launch-team/maker names; founder title not independently verified,contact@snapdeploy.dev,https://www.producthunt.com/products/snapdeploy,https://snapdeploy.dev/contact; https://snapdeploy.dev/about; https://snapdeploy.dev/support,
Sakana Fugu,2026-6-23,https://www.producthunt.com/products/sakana-fugu,https://sakana.ai/fugu,Ren Ito (Chairman); Japan. Leadership David Ha; Ren Ito; Former Research Scientist; Llion Jones; Funding Latest Round,Official website founder-role or founded-by evidence,,https://sakana.ai/fugu,https://sakana.ai/company-info/,No qualifying public business/contact email was found on the crawled official-site pages.
Sipcode,2026-6-23,https://www.producthunt.com/products/sipcode,https://anuj7411.github.io/sipcode,Anuj ojha,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/sipcode,https://anuj7411.github.io/sipcode,No qualifying public business/contact email was found on the crawled official-site pages.
Blazly SEO,2026-6-23,https://www.producthunt.com/products/tregno,https://www.blazly.ai/ai-content-operating-system,Jerryton; Srijita Baidya,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tregno,https://www.blazly.ai/contact,No qualifying public business/contact email was found on the crawled official-site pages.
Conduit,2026-6-23; 2026-8-8,https://www.producthunt.com/products/conduit-12,https://toolport.app,Tyler,Product Hunt public launch-team/maker names; founder title not independently verified,team@toolport.app,https://www.producthunt.com/products/conduit-12,https://toolport.app/teams/,
jebi,2026-6-23,https://www.producthunt.com/products/jebi-the-terminal-that-thinks-with-you,https://jebi.sh,Jawahar Selvaraj,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/jebi-the-terminal-that-thinks-with-you,https://jebi.sh/contact; https://jebi.sh/contact-us; https://jebi.sh/about; https://jebi.sh/about-us; https://jebi.sh/team; https://jebi.sh/company; https://jebi.sh/support; https://jebi.sh/help,No qualifying public business/contact email was found on the crawled official-site pages.
